time,price
2024-05-07 02:11:38,63334.934
2024-05-07 02:11:38,63334.934
2024-05-07 02:11:38,63338.88
2024-05-07 02:11:38,63338.88
2024-05-07 02:11:38,63326.89
2024-05-07 02:11:38,63326.89
2024-05-07 02:11:38,63315.79
2024-05-07 02:11:38,63315.79
2024-05-07 02:11:38,63315.79
2024-05-07 02:11:38,63325.508
2024-05-07 02:11:38,63325.508
2024-05-07 02:11:38,63325.508
2024-05-07 02:11:38,63325.2
2024-05-07 02:11:38,63353.703
2024-05-07 02:11:51,63353.703
2024-05-07 02:12:05,63353.703
2024-05-07 02:12:28,63345.777
2024-05-07 02:12:40,63345.777
2024-05-07 02:13:02,63345.777
2024-05-07 02:13:10,63345.777
2024-05-07 02:13:34,63353.836
2024-05-07 02:13:41,63353.836
2024-05-07 02:14:04,63353.836
2024-05-07 02:14:11,63353.836
2024-05-07 02:14:38,63359.76
2024-05-07 02:14:45,63359.76
2024-05-07 02:15:13,63359.76
2024-05-07 02:15:15,63359.76
2024-05-07 02:15:45,63387.65
2024-05-07 02:15:45,63387.65
2024-05-07 02:16:18,63387.65
2024-05-07 02:16:18,63387.65
2024-05-07 02:16:52,63357.5
2024-05-07 02:16:52,63357.5
2024-05-07 02:17:26,63323.055
2024-05-07 02:17:31,63323.055
2024-05-07 02:18:01,63323.055
2024-05-07 02:18:01,63323.055
2024-05-07 02:18:35,63346.555
2024-05-07 02:18:35,63346.555
2024-05-07 02:19:08,63346.555
2024-05-07 02:19:08,63346.555
2024-05-07 02:19:41,63325.492
2024-05-07 02:19:41,63325.492
2024-05-07 02:20:17,63325.492
2024-05-07 02:20:20,63325.492
2024-05-07 02:20:51,63321.812
2024-05-07 02:20:53,63321.812
2024-05-07 02:21:23,63321.812
2024-05-07 02:21:24,63321.812
2024-05-07 02:21:53,63307.22
2024-05-07 02:21:54,63307.22
2024-05-07 02:22:25,63309.26
2024-05-07 02:22:26,63309.26
2024-05-07 02:22:58,63309.26
2024-05-07 02:22:59,63309.26
2024-05-07 02:23:31,63324.316
2024-05-07 02:23:32,63324.316
2024-05-07 02:24:03,63324.316
2024-05-07 02:24:05,63324.316
2024-05-07 02:24:35,63316.152
2024-05-07 02:24:36,63316.152
2024-05-07 02:25:07,63316.152
2024-05-07 02:25:08,63316.152
2024-05-07 02:25:42,63334.64
2024-05-07 02:25:43,63334.64
2024-05-07 02:26:15,63334.64
2024-05-07 02:26:16,63334.64
2024-05-07 02:26:32,63319.97
2024-05-07 02:26:37,63319.97
2024-05-07 02:26:43,63319.97
2024-05-07 02:26:47,63319.97
2024-05-07 02:26:48,63319.97
2024-05-07 02:26:53,63319.97
2024-05-07 02:26:59,63319.97
2024-05-07 02:27:04,63319.97
2024-05-07 02:27:09,63319.97
2024-05-07 02:27:14,63319.97
2024-05-07 02:27:17,63319.97
2024-05-07 02:27:20,63319.97
2024-05-07 02:27:25,63319.97
2024-05-07 02:27:30,63305.754
2024-05-07 02:27:36,63305.754
2024-05-07 02:27:41,63305.754
2024-05-07 02:27:46,63305.754
2024-05-07 02:27:47,63305.754
2024-05-07 02:27:51,63305.754
2024-05-07 02:27:57,63305.754
2024-05-07 02:28:02,63305.754
2024-05-07 02:28:07,63305.754
2024-05-07 02:28:13,63305.754
2024-05-07 02:28:17,63305.754
2024-05-07 02:28:18,63305.754
2024-05-07 02:28:23,63312.387
2024-05-07 02:28:28,63312.387
2024-05-07 02:28:34,63312.387
2024-05-07 02:28:39,63312.387
2024-05-07 02:28:44,63312.387
2024-05-07 02:28:48,63312.387
2024-05-07 02:28:50,63312.387
2024-05-07 02:28:55,63312.387
2024-05-07 02:29:00,63312.387
2024-05-07 02:29:05,63312.387
2024-05-07 02:29:11,63312.387
2024-05-07 02:29:16,63312.387
2024-05-07 02:29:18,63312.387
2024-05-07 02:29:21,63312.387
2024-05-07 02:29:27,63319.492
2024-05-07 02:29:32,63319.492
2024-05-07 02:29:37,63319.492
2024-05-07 02:29:43,63319.492
2024-05-07 02:29:48,63319.492
2024-05-07 02:29:48,63319.492
2024-05-07 02:29:53,63319.492
2024-05-07 02:29:58,63319.492
2024-05-07 02:30:04,63319.492
2024-05-07 02:30:09,63319.492
2024-05-07 02:30:14,63319.492
2024-05-07 02:30:19,63319.492
2024-05-07 02:30:20,63319.492
2024-05-07 02:30:25,63319.492
2024-05-07 02:30:30,63316.73
2024-05-07 02:30:36,63316.73
2024-05-07 02:30:41,63316.73
2024-05-07 02:30:47,63316.73
2024-05-07 02:30:49,63316.73
2024-05-07 02:30:52,63316.73
2024-05-07 02:30:57,63316.73
2024-05-07 02:31:03,63316.73
2024-05-07 02:31:08,63316.73
2024-05-07 02:31:13,63316.73
2024-05-07 02:31:18,63316.73
2024-05-07 02:31:19,63316.73
2024-05-07 02:34:12,63316.73
2024-05-07 02:34:12,63309.785
2024-05-07 02:34:12,63309.785
2024-05-07 02:34:12,63309.785
2024-05-07 02:34:12,63349.32
2024-05-07 02:34:12,63349.32
2024-05-07 02:34:12,63349.32
2024-05-07 02:34:21,63349.32
2024-05-07 02:34:26,63386.188
2024-05-07 02:34:32,63386.188
2024-05-07 02:34:34,63386.188
2024-05-07 02:34:37,63386.188
2024-05-07 02:34:42,63386.188
2024-05-07 02:34:48,63386.188
2024-05-07 02:34:53,63386.188
2024-05-07 02:34:58,63386.188
2024-05-07 02:35:03,63386.188
2024-05-07 02:35:04,63386.188
2024-05-07 02:35:09,63386.188
2024-05-07 02:35:14,63386.188
2024-05-07 02:35:19,63386.188
2024-05-07 02:35:25,63413.94
2024-05-07 02:35:30,63413.94
2024-05-07 02:35:35,63413.94
2024-05-07 02:35:35,63413.94
2024-05-07 02:35:40,63413.94
2024-05-07 02:35:46,63413.94
2024-05-07 02:35:51,63413.94
2024-05-07 02:35:56,63413.94
2024-05-07 02:36:02,63413.94
2024-05-07 02:36:05,63413.94
2024-05-07 02:36:07,63413.94
2024-05-07 02:36:12,63413.94
2024-05-07 02:36:18,63413.94
2024-05-07 02:36:23,63413.94
2024-05-07 02:36:28,63401.746
2024-05-07 02:36:34,63401.746
2024-05-07 02:36:35,63401.746
2024-05-07 02:36:39,63401.746
2024-05-07 02:36:44,63401.746
2024-05-07 02:36:49,63401.746
2024-05-07 02:36:55,63401.746
2024-05-07 02:37:00,63401.746
2024-05-07 02:37:05,63401.746
2024-05-07 02:37:06,63401.746
2024-05-07 02:37:11,63401.746
2024-05-07 02:37:16,63401.746
2024-05-07 02:37:21,63401.746
2024-05-07 02:37:27,63396.582
2024-05-07 02:37:32,63396.582
2024-05-07 02:37:36,63396.582
2024-05-07 02:37:37,63396.582
2024-05-07 02:37:43,63396.582
2024-05-07 02:37:48,63396.582
2024-05-07 02:37:53,63396.582
2024-05-07 02:37:58,63396.582
2024-05-07 02:38:04,63396.582
2024-05-07 02:38:06,63396.582
2024-05-07 02:38:09,63396.582
2024-05-07 02:38:14,63396.582
2024-05-07 02:38:20,63396.582
2024-05-07 02:38:25,63396.582
2024-05-07 02:38:30,63396.582
2024-05-07 10:46:45,63423.6
2024-05-07 10:46:45,63423.6
2024-05-07 10:46:46,63423.6
2024-05-07 10:46:51,63423.6
2024-05-07 10:46:57,63423.6
2024-05-07 10:47:03,63423.6
2024-05-07 10:48:34,63366.36
2024-05-07 10:48:34,63366.36
2024-05-07 10:48:34,63366.36
2024-05-07 10:48:34,63366.36
2024-05-07 10:48:34,63366.36
2024-05-07 10:48:34,63366.36
2024-05-07 10:48:34,63371.094
2024-05-07 10:48:34,63371.094
2024-05-07 10:48:36,63371.094
2024-05-07 10:48:41,63371.094
2024-05-07 10:48:47,63371.094
2024-05-07 10:48:52,63371.094
2024-05-07 10:48:58,63371.094
2024-05-07 10:49:04,63371.094
2024-05-07 10:49:11,63371.094
2024-05-07 10:49:17,63371.094
2024-05-07 10:49:23,63371.094
2024-05-07 10:49:29,63384.027
2024-05-07 10:49:35,63384.027
2024-05-07 10:49:40,63384.027
2024-05-07 10:49:46,63384.027
2024-05-07 10:49:52,63384.027
2024-05-07 10:49:57,63384.027
2024-05-07 10:50:03,63384.027
2024-05-07 10:50:10,63384.027
2024-05-07 10:50:16,63384.027
2024-05-07 10:50:22,63384.027
2024-05-07 10:50:28,63403.87
2024-05-07 10:50:33,63403.87
2024-05-07 10:50:41,63403.87
2024-05-07 10:50:47,63403.87
2024-05-07 10:50:53,63403.87
2024-05-07 10:50:58,63403.87
2024-05-07 10:51:04,63403.87
2024-05-07 10:51:10,63403.87
2024-05-07 10:51:16,63403.87
2024-05-07 10:51:22,63403.87
2024-05-07 10:51:31,63403.25
2024-05-07 10:51:37,63403.25
2024-05-07 10:51:43,63403.25
2024-05-07 10:51:48,63403.25
2024-05-07 10:51:54,63403.25
2024-05-07 10:51:59,63403.25
2024-05-07 10:52:05,63403.25
2024-05-07 10:52:11,63403.25
2024-05-07 10:52:19,63403.25
2024-05-07 10:52:27,63391.516
2024-05-07 10:52:34,63391.516
2024-05-07 10:52:40,63391.516
2024-05-07 10:52:45,63391.516
2024-05-07 10:52:51,63391.516
2024-05-07 10:52:57,63391.516
2024-05-07 10:53:05,63391.516
2024-05-07 10:53:10,63391.516
2024-05-07 10:53:18,63391.516
2024-05-07 10:53:24,63439.94
2024-05-07 10:53:29,63439.94
2024-05-07 10:53:35,63439.94
2024-05-07 10:53:41,63439.94
2024-05-07 10:53:50,63439.94
2024-05-07 10:54:11,63439.94
2024-05-07 10:54:32,63427.547
2024-05-07 10:54:38,63427.547
2024-05-07 10:54:45,63427.547
2024-05-07 10:54:51,63427.547
2024-05-07 10:54:56,63427.547
2024-05-07 10:55:02,63427.547
2024-05-07 10:55:07,63427.547
2024-05-07 10:55:13,63427.547
2024-05-07 10:55:18,63427.547
2024-05-07 10:55:24,63427.547
2024-05-07 10:55:29,63423.133
2024-05-07 10:55:35,63423.133
2024-05-07 10:55:40,63423.133
2024-05-07 10:55:46,63423.133
2024-05-07 10:55:51,63423.133
2024-05-07 10:55:57,63423.133
2024-05-07 10:56:02,63423.133
2024-05-07 10:56:08,63423.133
2024-05-07 10:56:13,63423.133
2024-05-07 10:56:19,63423.133
2024-05-07 10:56:24,63421.855
2024-05-07 10:56:30,63421.855
2024-05-07 10:56:35,63421.855
2024-05-07 10:56:41,63421.855
2024-05-07 10:56:46,63421.855
2024-05-07 10:56:52,63421.855
2024-05-07 10:56:57,63421.855
2024-05-07 10:57:03,63421.855
2024-05-07 10:57:08,63421.855
2024-05-07 10:57:14,63421.855
2024-05-07 10:57:19,63421.855
2024-05-07 10:57:25,63397.434
2024-05-07 10:57:30,63397.434
2024-05-07 10:57:36,63397.434
2024-05-07 10:57:41,63397.434
2024-05-07 10:57:47,63397.434
2024-05-07 10:57:52,63397.434
2024-05-07 10:57:58,63397.434
2024-05-07 10:58:04,63397.434
2024-05-07 10:58:10,63397.434
2024-05-07 10:58:16,63397.434
2024-05-07 10:58:21,63397.434
2024-05-07 10:58:27,63390.61
2024-05-07 10:58:32,63390.61
2024-05-07 10:58:38,63390.61
2024-05-07 10:58:43,63390.61
2024-05-07 10:58:48,63390.61
2024-05-07 10:58:54,63390.61
2024-05-07 10:58:59,63390.61
2024-05-07 10:59:05,63390.61
2024-05-07 10:59:10,63390.61
2024-05-07 10:59:16,63390.61
2024-05-07 10:59:21,63390.61
2024-05-07 10:59:27,63395.363
2024-05-07 10:59:32,63395.363
2024-05-07 10:59:38,63395.363
2024-05-07 10:59:43,63395.363
2024-05-07 10:59:49,63395.363
2024-05-07 10:59:54,63395.363
2024-05-07 11:00:00,63395.363
2024-05-07 11:00:05,63395.363
2024-05-07 11:00:11,63395.363
2024-05-07 11:00:16,63395.363
2024-05-07 11:00:22,63395.363
2024-05-07 11:00:27,63388.555
2024-05-07 11:00:33,63388.555
2024-05-07 11:00:39,63388.555
2024-05-07 11:00:45,63388.555
2024-05-07 11:00:51,63388.555
2024-05-07 11:00:57,63388.555
2024-05-07 11:01:02,63388.555
2024-05-07 11:01:08,63388.555
2024-05-07 11:01:13,63388.555
2024-05-07 11:01:19,63388.555
2024-05-07 11:01:24,63367.645
2024-05-07 11:01:30,63367.645
2024-05-07 11:01:37,63367.645
2024-05-07 11:01:42,63367.645
2024-05-07 11:01:48,63367.645
2024-05-07 11:01:53,63367.645
2024-05-07 11:01:59,63367.645
2024-05-07 11:02:04,63367.645
2024-05-07 11:02:10,63367.645
2024-05-07 11:02:15,63367.645
2024-05-07 11:02:20,63367.645
2024-05-07 11:02:26,63332.176
2024-05-07 11:02:31,63332.176
2024-05-07 11:02:36,63332.176
2024-05-07 11:02:42,63332.176
2024-05-07 11:02:47,63332.176
2024-05-07 11:02:53,63332.176
2024-05-07 11:02:58,63332.176
2024-05-07 11:03:04,63332.176
2024-05-07 11:03:09,63332.176
2024-05-07 11:03:15,63332.176
2024-05-07 11:03:20,63332.176
2024-05-07 11:03:25,63298.78
2024-05-07 11:03:31,63298.78
2024-05-07 11:03:36,63298.78
2024-05-07 11:03:42,63298.78
2024-05-07 11:03:47,63298.78
2024-05-07 11:03:53,63298.78
2024-05-07 11:03:58,63298.78
2024-05-07 11:04:03,63298.78
2024-05-07 11:04:09,63298.78
2024-05-07 11:04:14,63298.78
2024-05-07 11:04:20,63298.78
2024-05-07 11:04:25,63314.15
2024-05-07 11:04:30,63314.15
2024-05-07 11:04:36,63314.15
2024-05-07 11:04:41,63314.15
2024-05-07 11:04:47,63314.15
2024-05-07 11:04:52,63314.15
2024-05-07 11:04:58,63314.15
2024-05-07 11:05:03,63314.15
2024-05-07 11:05:09,63314.15
2024-05-07 11:05:15,63314.15
2024-05-07 11:05:20,63314.15
2024-05-07 11:05:26,63314.15
2024-05-07 11:05:31,63346.82
2024-05-07 11:05:37,63346.82
2024-05-07 11:05:42,63346.82
2024-05-07 11:05:48,63346.82
2024-05-07 11:05:53,63346.82
2024-05-07 11:05:59,63346.82
2024-05-07 11:06:04,63346.82
2024-05-07 11:06:10,63346.82
2024-05-07 11:06:15,63346.82
2024-05-07 11:06:21,63346.82
2024-05-07 11:06:26,63321.63
2024-05-07 11:06:33,63321.63
2024-05-07 11:06:39,63321.63
2024-05-07 11:06:44,63321.63
2024-05-07 11:06:49,63321.63
2024-05-07 11:06:55,63321.63
2024-05-07 11:07:00,63321.63
2024-05-07 11:07:06,63321.63
2024-05-07 11:07:11,63321.63
2024-05-07 11:07:16,63321.63
2024-05-07 11:07:22,63321.63
2024-05-07 11:07:27,63318.484
2024-05-07 11:07:33,63318.484
2024-05-07 11:07:39,63318.484
2024-05-07 11:07:45,63318.484
2024-05-07 11:07:51,63318.484
2024-05-07 11:07:56,63318.484
2024-05-07 11:08:02,63318.484
2024-05-07 11:08:08,63318.484
2024-05-07 11:08:14,63318.484
2024-05-07 11:08:19,63318.484
2024-05-07 11:08:25,63273.734
2024-05-07 11:08:30,63273.734
2024-05-07 11:08:36,63273.734
2024-05-07 11:34:41,63662.465
2024-05-07 11:34:41,63662.465
2024-05-07 11:34:41,63662.465
2024-05-07 11:34:41,63662.465
2024-05-07 11:34:41,63609.49
2024-05-07 11:34:43,63609.49
2024-05-07 11:34:49,63609.49
2024-05-07 11:35:02,63609.49
2024-05-07 11:35:18,63609.49
2024-05-07 11:35:27,63601.76
2024-05-07 11:35:33,63601.76
2024-05-07 11:35:39,63601.76
2024-05-07 11:35:45,63601.76
2024-05-07 11:35:51,63601.76
2024-05-07 11:35:56,63601.76
2024-05-07 11:36:08,63601.76
2024-05-07 11:36:15,63601.76
2024-05-07 11:36:22,63601.76
2024-05-07 11:36:33,63594.6
2024-05-07 11:36:47,63594.6
2024-05-07 11:36:55,63594.6
2024-05-07 11:37:02,63594.6
2024-05-07 11:37:10,63594.6
2024-05-07 11:37:16,63594.6
2024-05-07 11:37:24,63594.6
2024-05-07 11:37:34,63598.37
2024-05-07 11:37:45,63598.37
2024-05-07 11:37:56,63598.37
2024-05-07 11:38:02,63598.37
2024-05-07 11:38:12,63598.37
2024-05-07 11:38:21,63598.37
2024-05-07 11:38:29,63568.77
2024-05-07 11:38:35,63568.77
2024-05-07 11:38:41,63568.77
2024-05-07 11:38:46,63568.77
2024-05-07 11:38:52,63568.77
2024-05-07 11:38:57,63568.77
2024-05-07 11:39:04,63568.77
2024-05-07 11:39:10,63568.77
2024-05-07 11:39:15,63568.77
2024-05-07 11:39:21,63568.77
2024-05-07 11:39:27,63558.953
2024-05-07 11:39:32,63558.953
2024-05-07 11:39:38,63558.953
2024-05-07 11:39:43,63558.953
2024-05-07 11:39:49,63558.953
2024-05-07 11:40:07,63558.953
2024-05-07 11:40:13,63558.953
2024-05-07 11:40:19,63558.953
2024-05-07 11:40:25,63550.633
2024-05-07 11:40:30,63550.633
2024-05-07 11:40:35,63550.633
2024-05-07 11:40:41,63550.633
2024-05-07 11:40:47,63550.633
2024-05-07 11:40:52,63550.633
2024-05-07 11:40:58,63550.633
2024-05-07 11:41:04,63550.633
2024-05-07 11:41:09,63550.633
2024-05-07 11:41:15,63550.633
2024-05-07 11:41:32,63490.594
2024-05-07 11:41:39,63490.594
2024-05-07 11:41:45,63490.594
2024-05-07 11:41:51,63490.594
2024-05-07 11:42:03,63490.594
2024-05-07 11:42:10,63490.594
2024-05-07 11:42:15,63490.594
2024-05-07 11:42:22,63490.594
2024-05-07 11:42:27,63471.656
2024-05-07 11:42:34,63471.656
2024-05-07 11:42:58,63471.656
2024-05-07 11:43:09,63471.656
2024-05-07 11:55:15,63600.934
2024-05-07 11:57:19,63567.953
2024-05-07 11:57:25,63551.797
2024-05-07 11:57:30,63551.797
2024-05-07 11:57:35,63551.797
2024-05-07 11:57:40,63551.797
2024-05-07 12:36:38,63551.797
2024-05-07 12:36:42,63645.367
2024-05-07 12:36:47,63645.367
2024-05-07 12:36:52,63645.367
2024-05-07 12:36:58,63645.367
2024-05-07 12:37:03,63645.367
2024-05-07 12:37:09,63645.367
2024-05-07 12:37:14,63645.367
2024-05-07 12:37:20,63645.367
2024-05-07 12:37:25,63645.367
2024-05-07 12:37:31,63645.367
2024-05-07 12:37:36,60600.300
2024-05-07 12:37:36,60600.300
2024-05-07 12:37:36,60600.300
2024-05-07 12:37:36,60600.300